Current working directory: /data/yoojinoh/CV/data
Data size: 200
Best F1         : 0.582563  
Best F1 (Single): 0.550882  
AVG F1          : 0.566723  
[Overall Results]
Recall     Precision  F1-Score   Area PR   
0.677359   0.511042   0.582563   0.511931  
[Overall Results using Single Threshold]
Threshold  Recall     Precision  F1-Score  
0.142857   0.648370   0.478879   0.550882  
[Results Per Image]
ID         Threshold  Recall     Precision  F1-Score  
246016     0.095238   0.768719   0.554003   0.643934  
181018     0.142857   0.618420   0.594737   0.606347  
12074      0.523810   0.725506   0.607511   0.661287  
368016     0.190476   0.682414   0.687029   0.684714  
370036     0.047619   0.864575   0.581904   0.695620  
113009     0.095238   0.754813   0.664164   0.706593  
225017     0.428571   0.687211   0.465130   0.554771  
365073     0.142857   0.697950   0.599793   0.645160  
59078      0.285714   0.534126   0.708490   0.609075  
189011     0.142857   0.498887   0.525341   0.511772  
106020     0.428571   0.427296   0.382179   0.403480  
301007     0.095238   0.808759   0.507075   0.623333  
210088     0.142857   0.677725   0.423152   0.521004  
69020      0.095238   0.765668   0.528026   0.625020  
24004      0.142857   0.695922   0.500349   0.582149  
15088      0.190476   0.590658   0.289844   0.388866  
45077      0.142857   0.579200   0.366638   0.449034  
271031     0.333333   0.637710   0.946824   0.762116  
41025      0.285714   0.690818   0.669336   0.679908  
207056     0.142857   0.715839   0.720176   0.718001  
156079     0.142857   0.612175   0.565206   0.587754  
314016     0.190476   0.678831   0.698281   0.688419  
27059      0.095238   0.762445   0.648459   0.700848  
21077      0.190476   0.726479   0.547619   0.624495  
22090      0.047619   0.747630   0.587649   0.658056  
187083     0.142857   0.594324   0.416328   0.489652  
376020     0.142857   0.674942   0.421880   0.519217  
[Results Per Threshold]
Threshold  Recall     Precision  F1-Score  
0.047619   0.880967   0.315064   0.464137  
0.095238   0.758580   0.411233   0.533338  
0.142857   0.648370   0.478879   0.550882  
0.190476   0.559433   0.527384   0.542936  
0.238095   0.502736   0.561796   0.530628  
0.285714   0.471192   0.586189   0.522437  
0.333333   0.447915   0.605540   0.514935  
0.380952   0.426725   0.622319   0.506288  
0.428571   0.402449   0.637717   0.493476  
0.476190   0.373055   0.653108   0.474867  
0.523810   0.338153   0.667497   0.448896  
0.571429   0.297794   0.681748   0.414521  
0.619048   0.254322   0.695934   0.372513  
0.666667   0.209350   0.709125   0.323265  
0.714286   0.163424   0.720471   0.266416  
0.761905   0.116693   0.729371   0.201197  
0.809524   0.071846   0.742646   0.131017  
0.857143   0.032679   0.756001   0.062650  
0.904762   0.010800   0.784533   0.021307  
0.952381   0.002472   0.796429   0.004929  
